#{"t_start": 1757234537.4369645, "env_id": "MountainCar-v0"}
r,l,t
-140.0,140,877.816962
-200.0,200,878.114072
-94.0,94,878.240361
-111.0,111,878.395441
-165.0,165,878.635724
-200.0,200,878.911263
-158.0,158,879.119285
-200.0,200,879.389779
-169.0,169,879.614339
-180.0,180,879.868786
-122.0,122,880.047763
-118.0,118,880.210286
-161.0,161,880.42159
-109.0,109,880.570221
-200.0,200,880.86487
-200.0,200,881.157511
-131.0,131,881.370605
-200.0,200,881.689976
-173.0,173,881.957156
-120.0,120,882.128721
-94.0,94,882.292037
-111.0,111,882.459895
-135.0,135,882.662901
-122.0,122,882.831902
-120.0,120,883.017648
-200.0,200,883.32343
-139.0,139,883.527432
-200.0,200,883.837289
-179.0,179,884.087527
-119.0,119,884.269235
-144.0,144,884.477516
-163.0,163,884.714148
-200.0,200,884.987608
-183.0,183,885.25715
-168.0,168,885.518139
-159.0,159,885.754527
-137.0,137,885.942933
-166.0,166,886.186803
-153.0,153,886.387225
-188.0,188,886.673473
-163.0,163,886.934425
-134.0,134,887.143951
-163.0,163,887.38466
-200.0,200,887.672175
-187.0,187,887.950908
-190.0,190,888.21818
-154.0,154,888.428888
-181.0,181,888.691587
-128.0,128,888.871002
-141.0,141,889.091595
-185.0,185,889.356887
-200.0,200,889.618387
-163.0,163,889.82985
-146.0,146,890.049192
-123.0,123,890.214494
-161.0,161,890.431864
-200.0,200,890.729228
-129.0,129,890.899405
-123.0,123,891.066853
-154.0,154,891.271692
-151.0,151,891.464079
-139.0,139,891.670238
-166.0,166,891.89079
-159.0,159,892.117564
-168.0,168,892.347159
-200.0,200,892.637615
-135.0,135,892.823074
-187.0,187,893.078283
-130.0,130,893.271039
-114.0,114,893.439834
-122.0,122,893.600385
-152.0,152,893.813566
-144.0,144,894.017204
-166.0,166,894.265393
-166.0,166,894.498638
-200.0,200,894.778281
-200.0,200,895.07566
-200.0,200,895.377203
-147.0,147,895.606542
-135.0,135,895.805095
-196.0,196,896.109104
-98.0,98,896.255177
-190.0,190,896.53242
-141.0,141,896.739065
-191.0,191,897.054339
-200.0,200,897.351776
-116.0,116,897.508688
-200.0,200,897.776725
-195.0,195,898.056266
-119.0,119,898.212564
-132.0,132,898.384871
-122.0,122,898.558863
-165.0,165,898.777114
-111.0,111,898.952721
-177.0,177,899.234459
-200.0,200,899.507056
-200.0,200,899.792643
-166.0,166,900.022004
-147.0,147,900.221725
-120.0,120,900.382384
-153.0,153,900.609524
-166.0,166,900.849066
-150.0,150,901.063766
-125.0,125,901.233279
-124.0,124,901.40882
-157.0,157,901.647864
-128.0,128,901.847904
-200.0,200,902.11646
-197.0,197,902.403616
-171.0,171,902.633785
-189.0,189,902.916497
-157.0,157,903.134804
-148.0,148,903.321649
-183.0,183,903.597627
-131.0,131,903.765717
-119.0,119,903.924958
-200.0,200,904.21046
-151.0,151,904.438799
-179.0,179,904.721006
-144.0,144,904.92063
-162.0,162,905.132811
-110.0,110,905.299659
-159.0,159,905.518024
-116.0,116,905.697616
-187.0,187,905.958006
-200.0,200,906.247266
-200.0,200,906.504348
-126.0,126,906.688074
-184.0,184,906.941212
-114.0,114,907.099621
-173.0,173,907.32816
-139.0,139,907.527243
-125.0,125,907.692759
-117.0,117,907.8615
-111.0,111,908.019272
-198.0,198,908.296094
-111.0,111,908.436605
-121.0,121,908.634044
-145.0,145,908.840453
-152.0,152,909.06891
-200.0,200,909.35435
-159.0,159,909.584397
-156.0,156,909.813389
-200.0,200,910.100738
-153.0,153,910.311355
-120.0,120,910.512303
-123.0,123,910.684657
-158.0,158,910.912074
-119.0,119,911.081765
-131.0,131,911.291496
-154.0,154,911.504427
-123.0,123,911.675162
-146.0,146,911.880975
-200.0,200,912.177027
-155.0,155,912.393577
-122.0,122,912.571494
-187.0,187,912.841143
-149.0,149,913.058257
-149.0,149,913.277954
-200.0,200,913.569597
-170.0,170,913.823039
-139.0,139,914.019667
-119.0,119,914.185037
-155.0,155,914.413112
-112.0,112,914.582222
-176.0,176,914.854956
-107.0,107,915.009754
-98.0,98,915.144182
-103.0,103,915.289069
-168.0,168,915.527026
-177.0,177,915.776584
-200.0,200,916.035567
-194.0,194,916.294386
-200.0,200,916.571038
-200.0,200,916.851819
-144.0,144,917.051247
-200.0,200,917.319348
-137.0,137,917.5156
-200.0,200,917.776401
-200.0,200,918.024804
-194.0,194,918.272244
-200.0,200,918.51739
-200.0,200,918.756567
-200.0,200,918.99531
-138.0,138,919.164284
-147.0,147,919.359385
-200.0,200,919.597435
-120.0,120,919.752306
-125.0,125,919.901768
-200.0,200,920.150095
-162.0,162,920.350424
-180.0,180,920.550478
-200.0,200,920.795975
-200.0,200,921.041334
-127.0,127,921.189328
-200.0,200,921.445108
-200.0,200,921.676201
-145.0,145,921.863869
-113.0,113,922.008438
-182.0,182,922.235723
-153.0,153,922.432896
-120.0,120,922.590777
-121.0,121,922.735164
-153.0,153,922.9182
-122.0,122,923.059273
-173.0,173,923.266877
-200.0,200,923.504927
-137.0,137,923.677083
-150.0,150,923.868209
-178.0,178,924.106239
-147.0,147,924.292738
-200.0,200,924.561177
-156.0,156,924.739193
-188.0,188,924.976959
-150.0,150,925.14913
-200.0,200,925.378592
-173.0,173,925.605683
-200.0,200,925.861042
-200.0,200,926.108858
-117.0,117,926.258199
-163.0,163,926.45738
-150.0,150,926.659744
-148.0,148,926.830839
-200.0,200,927.088533
-121.0,121,927.250719
-117.0,117,927.403229
-200.0,200,927.650989
-146.0,146,927.831738
-137.0,137,928.008418
-160.0,160,928.207731
-155.0,155,928.387495
-132.0,132,928.540869
-117.0,117,928.688382
-156.0,156,928.866404
-200.0,200,929.075863
-185.0,185,929.295263
-193.0,193,929.527381
-122.0,122,929.665515
-114.0,114,929.790466
-129.0,129,929.941547
-120.0,120,930.077413
-187.0,187,930.298069
-126.0,126,930.427116
-120.0,120,930.546249
-122.0,122,930.685435
-200.0,200,930.920467
-182.0,182,931.123294
-114.0,114,931.250978
-128.0,128,931.397782
-125.0,125,931.548496
-200.0,200,931.767769
-200.0,200,931.992726
-130.0,130,932.135293
-200.0,200,932.373499
-200.0,200,932.598957
-200.0,200,932.82532
-156.0,156,932.993884
-120.0,120,933.134071
-186.0,186,933.342393
-167.0,167,933.524185
-155.0,155,933.700971
-116.0,116,933.842999
-107.0,107,933.95513
-154.0,154,934.12118
-200.0,200,934.336435
-200.0,200,934.551539
-200.0,200,934.767807
-200.0,200,934.984041
-186.0,186,935.179448
-200.0,200,935.397321
-196.0,196,935.625709
-200.0,200,935.859866
-128.0,128,936.000665
-198.0,198,936.240999
-157.0,157,936.433581
-185.0,185,936.646064
-199.0,199,936.880633
-130.0,130,937.025938
-115.0,115,937.152183
-171.0,171,937.34713
-200.0,200,937.587691
-200.0,200,937.824823
-200.0,200,938.056214
-200.0,200,938.294407
-190.0,190,938.514489
-125.0,125,938.670225
-200.0,200,938.919198
-115.0,115,939.053061
-127.0,127,939.19557
-111.0,111,939.329138
-117.0,117,939.463941
-149.0,149,939.63131
-200.0,200,939.858826
-199.0,199,940.090996
-154.0,154,940.266558
-168.0,168,940.463613
-153.0,153,940.648557
-200.0,200,940.88346
-85.0,85,940.986975
-117.0,117,941.118993
-136.0,136,941.26652
-200.0,200,941.515847
-110.0,110,941.646326
-181.0,181,941.871124
-171.0,171,942.064572
-192.0,192,942.29274
-147.0,147,942.454123
-200.0,200,942.68349
-174.0,174,942.88244
-200.0,200,943.125995
-200.0,200,943.360855
-172.0,172,943.560975
-192.0,192,943.787267
-200.0,200,944.025427
-200.0,200,944.246634
-135.0,135,944.391213
-163.0,163,944.56861
-155.0,155,944.762939
-161.0,161,944.943458
-128.0,128,945.087843
-121.0,121,945.2199
-119.0,119,945.358154
-118.0,118,945.502679
-199.0,199,945.731758
-118.0,118,945.885366
-131.0,131,946.053451
-200.0,200,946.272593
-154.0,154,946.444567
-110.0,110,946.572851
-168.0,168,946.771284
-126.0,126,946.911374
-200.0,200,947.135026
-141.0,141,947.30034
-85.0,85,947.406926
-200.0,200,947.639015
-185.0,185,947.8503
-123.0,123,947.993365
-172.0,172,948.203537
-200.0,200,948.420447
-149.0,149,948.585249
-154.0,154,948.767025
-200.0,200,948.999094
-121.0,121,949.132733
-117.0,117,949.262259
-167.0,167,949.449987
-124.0,124,949.611671
-184.0,184,949.818779
-200.0,200,950.042143
-200.0,200,950.266102
-186.0,186,950.482073
-200.0,200,950.711379
-200.0,200,950.933043
-115.0,115,951.065958
-149.0,149,951.257107
-118.0,118,951.397963
-200.0,200,951.623572
-138.0,138,951.787562
-200.0,200,952.035481
-98.0,98,952.143746
-114.0,114,952.275793
-200.0,200,952.515342
-200.0,200,952.756886
-197.0,197,952.975312
-198.0,198,953.2091
-147.0,147,953.39113
-176.0,176,953.608667
-116.0,116,953.746172
-125.0,125,953.891585
-200.0,200,954.144396
-117.0,117,954.278252
-200.0,200,954.51658
-141.0,141,954.675827
-200.0,200,954.917018
-150.0,150,955.086763
-119.0,119,955.228277
-200.0,200,955.472917
-129.0,129,955.620744
-200.0,200,955.851526
-200.0,200,956.087668
-108.0,108,956.209901
-114.0,114,956.338615
-200.0,200,956.579434
-200.0,200,956.776977
-187.0,187,956.976549
-156.0,156,957.172348
-128.0,128,957.325607
-109.0,109,957.45112
-153.0,153,957.622335
-118.0,118,957.741855
-200.0,200,957.968462
-120.0,120,958.092126
-124.0,124,958.218646
-118.0,118,958.349198
-146.0,146,958.513332
-200.0,200,958.720798
-145.0,145,958.875576
-128.0,128,959.014086
-200.0,200,959.25521
-200.0,200,959.462743
-200.0,200,959.665558
-91.0,91,959.756106
-114.0,114,959.883632
-200.0,200,960.107528
-199.0,199,960.322468
-153.0,153,960.480804
-124.0,124,960.629358
-181.0,181,960.8136
-117.0,117,960.935732
-115.0,115,961.062757
-157.0,157,961.246098
-190.0,190,961.452188
-152.0,152,961.61283
-146.0,146,961.762353
-116.0,116,961.888386
-121.0,121,962.028879
-116.0,116,962.155394
-192.0,192,962.368448
-166.0,166,962.558831
-141.0,141,962.713852
-166.0,166,962.897011
-200.0,200,963.13207
-165.0,165,963.340189
-117.0,117,963.482489
-157.0,157,963.670645
-155.0,155,963.865962
-200.0,200,964.112792
-133.0,133,964.270815
-154.0,154,964.447875
-157.0,157,964.626876
-154.0,154,964.818184
-196.0,196,965.053108
-171.0,171,965.252672
-145.0,145,965.422514
-158.0,158,965.619128
-184.0,184,965.832983
-113.0,113,965.978069
-148.0,148,966.174679
-151.0,151,966.379229
-194.0,194,966.596153
-97.0,97,966.706425
-184.0,184,966.920113
-152.0,152,967.127132
-157.0,157,967.331618
-172.0,172,967.533641
-200.0,200,967.757133
-166.0,166,967.973245
-136.0,136,968.129981
-200.0,200,968.367398
-116.0,116,968.500756
-197.0,197,968.732784
-175.0,175,968.936194
-141.0,141,969.101901
-113.0,113,969.236554
-145.0,145,969.423363
-169.0,169,969.617298
-113.0,113,969.748941
-113.0,113,969.886248
-200.0,200,970.144277
-151.0,151,970.304301
-116.0,116,970.417929
-200.0,200,970.647136
-128.0,128,970.796268
-119.0,119,970.92529
-119.0,119,971.062038
-200.0,200,971.280176
-116.0,116,971.413685
-138.0,138,971.559202
-200.0,200,971.769052
-159.0,159,971.933514
-189.0,189,972.149247
-119.0,119,972.274259
-126.0,126,972.409984
-150.0,150,972.572174
-159.0,159,972.756311
-113.0,113,972.872334
-143.0,143,973.025605
-122.0,122,973.14812
-109.0,109,973.270636
-193.0,193,973.485949
-152.0,152,973.647102
-164.0,164,973.820826
-126.0,126,973.965872
-128.0,128,974.105089
-200.0,200,974.314344
-109.0,109,974.429755
-150.0,150,974.603849
-156.0,156,974.768494
-156.0,156,974.928662
-200.0,200,975.146916
-168.0,168,975.342552
-111.0,111,975.464373
-132.0,132,975.610163
-178.0,178,975.792372
-117.0,117,975.932587
-175.0,175,976.123239
-115.0,115,976.245884
-112.0,112,976.361035
-113.0,113,976.475724
-182.0,182,976.683427
-109.0,109,976.805671
-130.0,130,976.961768
-136.0,136,977.128748
-200.0,200,977.34719
-133.0,133,977.507569
-200.0,200,977.740767
-111.0,111,977.87941
-116.0,116,978.013309
-111.0,111,978.142438
-128.0,128,978.294057
-145.0,145,978.475486
-200.0,200,978.697067
-119.0,119,978.830899
-147.0,147,978.988857
-160.0,160,979.18291
-139.0,139,979.340209
-153.0,153,979.511397
-91.0,91,979.620222
-123.0,123,979.764368
-159.0,159,979.951522
-148.0,148,980.12561
-200.0,200,980.351086
-200.0,200,980.584713
-152.0,152,980.757751
-125.0,125,980.898602
-200.0,200,981.128811
-150.0,150,981.306946
-119.0,119,981.444379
-152.0,152,981.61874
-118.0,118,981.756325
-142.0,142,981.929024
-200.0,200,982.151131
-150.0,150,982.324244
-116.0,116,982.453762
-200.0,200,982.705394
-116.0,116,982.840543
-116.0,116,982.963728
-195.0,195,983.182223
-159.0,159,983.371551
-114.0,114,983.500924
-101.0,101,983.617447
-107.0,107,983.737265
-160.0,160,983.929109
-184.0,184,984.130428
-192.0,192,984.349568
-154.0,154,984.533424
-142.0,142,984.707518
-182.0,182,984.909568
-166.0,166,985.095673
-200.0,200,985.316344
-115.0,115,985.462172
-114.0,114,985.584737
-184.0,184,985.793748
-194.0,194,986.006781
-193.0,193,986.23569
-152.0,152,986.408231
-200.0,200,986.661659
-152.0,152,986.827657
-200.0,200,987.065505
-113.0,113,987.189327
-119.0,119,987.315674
-111.0,111,987.4337
-100.0,100,987.543748
-186.0,186,987.783945
-155.0,155,987.958622
-200.0,200,988.195163
-118.0,118,988.330236
-124.0,124,988.465163
-151.0,151,988.634079
-143.0,143,988.79362
-109.0,109,988.933324
-173.0,173,989.133027
-151.0,151,989.300076
-172.0,172,989.513983
-152.0,152,989.701078
-195.0,195,989.915642
-113.0,113,990.035161
-152.0,152,990.201213
-162.0,162,990.400295
-118.0,118,990.534833
-111.0,111,990.669387
-183.0,183,990.891682
-160.0,160,991.080885
-200.0,200,991.320333
-151.0,151,991.503646
-163.0,163,991.696993
-145.0,145,991.875365
-170.0,170,992.07922
-200.0,200,992.316402
-148.0,148,992.495427
-103.0,103,992.623571
-113.0,113,992.754598
-189.0,189,992.972533
-158.0,158,993.15164
-145.0,145,993.330694
-144.0,144,993.494219
-140.0,140,993.65289
-129.0,129,993.813029
-182.0,182,994.041546
-119.0,119,994.175061
-161.0,161,994.374409
-200.0,200,994.608695
-117.0,117,994.74581
-118.0,118,994.883982
-121.0,121,995.031823
-163.0,163,995.221628
-152.0,152,995.412003
-166.0,166,995.60839
-184.0,184,995.819372
-171.0,171,996.014267
-121.0,121,996.159317
-173.0,173,996.364489
-117.0,117,996.502884
-156.0,156,996.682726
-195.0,195,996.912582
-116.0,116,997.049251
-194.0,194,997.276669
-145.0,145,997.451097
-109.0,109,997.580438
-159.0,159,997.748983
-191.0,191,997.95363
-144.0,144,998.10776
-147.0,147,998.272895
-111.0,111,998.392991
-117.0,117,998.5155
-174.0,174,998.700354
-157.0,157,998.876693
-200.0,200,999.082924
-188.0,188,999.271548
-158.0,158,999.436477
-169.0,169,999.621819
-115.0,115,999.741936
-141.0,141,999.889181
-151.0,151,1000.036914
-200.0,200,1000.250381
-141.0,141,1000.403074
-159.0,159,1000.573925
-146.0,146,1000.735401
-165.0,165,1000.925427
-151.0,151,1001.079615
-111.0,111,1001.199914
-108.0,108,1001.315774
-111.0,111,1001.445288
-115.0,115,1001.57355
-127.0,127,1001.704291
-185.0,185,1001.911567
-147.0,147,1002.069722
-181.0,181,1002.265592
-149.0,149,1002.422614
-126.0,126,1002.544281
-146.0,146,1002.706591
-138.0,138,1002.854613
-154.0,154,1003.011989
-200.0,200,1003.213013
-152.0,152,1003.383168
-200.0,200,1003.600542
-161.0,161,1003.768387
-142.0,142,1003.926408
-200.0,200,1004.160264
-199.0,199,1004.398077
-168.0,168,1004.599383
-185.0,185,1004.841
-111.0,111,1004.990341
-117.0,117,1005.134043
-121.0,121,1005.295564
-168.0,168,1005.511007
-192.0,192,1005.75879
-153.0,153,1005.948354
-167.0,167,1006.154647
-200.0,200,1006.39985
-200.0,200,1006.64414
-169.0,169,1006.874854
-162.0,162,1007.077193
-149.0,149,1007.272957
-127.0,127,1007.43198
-129.0,129,1007.587836
-191.0,191,1007.81369
-136.0,136,1007.977913
-200.0,200,1008.229991
-142.0,142,1008.39802
-132.0,132,1008.554502
-118.0,118,1008.694656
-141.0,141,1008.868224
-118.0,118,1009.00383
-116.0,116,1009.143886
-125.0,125,1009.308918
-114.0,114,1009.4651
-198.0,198,1009.714345
-197.0,197,1009.957591
-165.0,165,1010.152244
-111.0,111,1010.293761
-117.0,117,1010.427353
-147.0,147,1010.60754
-130.0,130,1010.75632
-112.0,112,1010.906347
-200.0,200,1011.15873
-87.0,87,1011.269976
-111.0,111,1011.393164
-112.0,112,1011.51189
-110.0,110,1011.634444
-200.0,200,1011.837672
-155.0,155,1011.997779
-98.0,98,1012.109174
-108.0,108,1012.227706
-154.0,154,1012.392591
-138.0,138,1012.534177
-122.0,122,1012.671689
-200.0,200,1012.892601
-114.0,114,1013.011485
-153.0,153,1013.167612
-109.0,109,1013.29613
-154.0,154,1013.462748
-163.0,163,1013.633108
-145.0,145,1013.78918
-200.0,200,1014.009663
-167.0,167,1014.178807
-124.0,124,1014.306389
-156.0,156,1014.479096
-101.0,101,1014.602613
-116.0,116,1014.723414
-122.0,122,1014.855079
-185.0,185,1015.0557
-120.0,120,1015.19121
-113.0,113,1015.315219
-117.0,117,1015.44631
-122.0,122,1015.574788
-200.0,200,1015.792956
-119.0,119,1015.916018
-121.0,121,1016.048314
-168.0,168,1016.22127
-200.0,200,1016.455376
-200.0,200,1016.670525
-200.0,200,1016.887781
-188.0,188,1017.072799
-134.0,134,1017.226016
-117.0,117,1017.352231
-113.0,113,1017.471417
-155.0,155,1017.63051
-194.0,194,1017.843832
-135.0,135,1017.994252
-188.0,188,1018.210696
-200.0,200,1018.464978
-149.0,149,1018.637331
-118.0,118,1018.77298
-147.0,147,1018.933503
-152.0,152,1019.123607
-122.0,122,1019.274922
-200.0,200,1019.510541
-115.0,115,1019.639767
-122.0,122,1019.792509
-200.0,200,1020.03349
-116.0,116,1020.168546
-152.0,152,1020.351756
-120.0,120,1020.497649
-110.0,110,1020.634821
-110.0,110,1020.766817
-188.0,188,1020.984098
-145.0,145,1021.156459
-149.0,149,1021.347238
-120.0,120,1021.493112
-200.0,200,1021.730972
-128.0,128,1021.880683
-115.0,115,1022.02741
-163.0,163,1022.226094
-200.0,200,1022.475941
-149.0,149,1022.641277
-113.0,113,1022.778406
-109.0,109,1022.917571
-151.0,151,1023.100971
-200.0,200,1023.341066
-164.0,164,1023.535197
-114.0,114,1023.680604
-142.0,142,1023.84413
-144.0,144,1024.013646
-197.0,197,1024.250815
-181.0,181,1024.47427
-161.0,161,1024.667685
-160.0,160,1024.858371
-200.0,200,1025.094949
-113.0,113,1025.221355
-121.0,121,1025.356139
-113.0,113,1025.480938
-151.0,151,1025.672055
-110.0,110,1025.805951
-116.0,116,1025.952416
-146.0,146,1026.119204
-152.0,152,1026.306949
-111.0,111,1026.427529
-194.0,194,1026.639142
-129.0,129,1026.772968
-120.0,120,1026.913815
-111.0,111,1027.04911
-115.0,115,1027.189919
-112.0,112,1027.338171
-110.0,110,1027.473354
-200.0,200,1027.700136
-146.0,146,1027.857883
-112.0,112,1027.99457
-108.0,108,1028.122153
-113.0,113,1028.253172
-128.0,128,1028.390077
-144.0,144,1028.550246
-120.0,120,1028.695424
-110.0,110,1028.814651
-200.0,200,1029.051171
-194.0,194,1029.286194
-167.0,167,1029.50732
-159.0,159,1029.673515
-94.0,94,1029.779415
-118.0,118,1029.905629
-114.0,114,1030.040573
-199.0,199,1030.260929
-200.0,200,1030.476883
-200.0,200,1030.691462
-183.0,183,1030.921731
-200.0,200,1031.137643
-137.0,137,1031.284364
-200.0,200,1031.511544
-116.0,116,1031.654655
-145.0,145,1031.828685
-200.0,200,1032.075308
-113.0,113,1032.197322
-110.0,110,1032.328348
-116.0,116,1032.468551
-111.0,111,1032.590731
-118.0,118,1032.735757
-151.0,151,1032.921793
-122.0,122,1033.067088
-187.0,187,1033.288469
-108.0,108,1033.421757
-175.0,175,1033.634048
-146.0,146,1033.812408
-116.0,116,1033.951283
-161.0,161,1034.147234
-123.0,123,1034.29727
-135.0,135,1034.45919
-120.0,120,1034.613032
-120.0,120,1034.758002
-145.0,145,1034.930001
-112.0,112,1035.065279
-169.0,169,1035.25829
-140.0,140,1035.423307
-103.0,103,1035.555332
-200.0,200,1035.803802
-200.0,200,1036.034052
-113.0,113,1036.168098
-112.0,112,1036.301324
-111.0,111,1036.432308
-194.0,194,1036.665664
-113.0,113,1036.804944
-164.0,164,1037.00997
-117.0,117,1037.144295
-151.0,151,1037.332321
-162.0,162,1037.507383
-113.0,113,1037.648533
-114.0,114,1037.77956
-169.0,169,1037.988588
-123.0,123,1038.134614
-121.0,121,1038.284125
-186.0,186,1038.509792
